Customer_ID,Customer_Name,Month,Dish_Ordered,Quantity_Ordered,Order_Time,Payment_Method,Month_Num,Day,Order_Date,Dish_Name,Ingredients_List,is_holiday,Weekday,Week,Num_Ingredients,Dish_Price,Total_Value
9598,Rajesh Gupta,July,Bangda Fry,2,Evening,UPI,7,2,2022-07-02,Bangda Fry,"['fish', 'turmeric', 'salt', 'mustard oil', 'red chili powder', 'lemon juice', 'ginger', 'garlic']",0,Saturday,26,8,132,264
7758,Meera Iyer,May,Egg Burji,4,Morning,Wallet,5,13,2022-05-13,Egg Burji,"['egg', 'onion', 'tomato', 'green chili', 'oil', 'salt', 'spices', 'coriander']",0,Friday,19,8,81,324
4120,Priya Sharma,November,Paneer Manchurian,2,Morning,Wallet,11,13,2022-11-13,Paneer Manchurian,"['paneer', 'soy sauce', 'garlic', 'corn flour', 'capsicum', 'onion', 'oil', 'ginger', 'green onion', 'spices']",0,Sunday,45,10,167,334
4315,Soham Bose,July,Palak Paneer,4,Afternoon,Wallet,7,18,2022-07-18,Palak Paneer,"['paneer', 'spinach', 'garlic', 'cream', 'spices', 'onion', 'oil', 'ginger', 'salt', 'green chili']",0,Monday,29,10,229,916
6239,Anirban Roy,May,Egg Noodles,1,Afternoon,Wallet,5,10,2022-05-10,Egg Noodles,"['noodles', 'egg', 'soy sauce', 'garlic', 'onion', 'capsicum', 'oil', 'green onion', 'salt', 'ginger']",0,Tuesday,19,10,237,237
6572,Meera Iyer,October,Set Dosa,4,Night,Card,10,2,2022-10-02,Set Dosa,"['rice', 'urad dal', 'fenugreek seeds', 'salt', 'water', 'oil']",1,Sunday,39,6,117,468
6572,Meera Iyer,October,Set Dosa,4,Night,Card,10,2,2022-10-02,Set Dosa,"['rice', 'urad dal', 'fenugreek seeds', 'salt', 'water', 'oil']",1,Sunday,39,6,117,468
4642,Arvind Das,April,Chicken Pepper Masala,2,Afternoon,Cash,4,7,2022-04-07,Chicken Pepper Masala,"['chicken', 'black pepper', 'garlic', 'onion', 'spices', 'oil', 'salt', 'green chili']",0,Thursday,14,8,209,418
8833,Arvind Das,March,Chilly Chicken,4,Afternoon,Card,3,3,2022-03-03,Chilly Chicken,"['chicken', 'capsicum', 'soy sauce', 'vinegar', 'garlic', 'onion', 'ginger', 'corn flour', 'oil', 'green onion', 'spices']",0,Thursday,9,11,201,804
8833,Arvind Das,March,Chilly Chicken,4,Afternoon,Card,3,3,2022-03-03,Chilly Chicken,"['chicken', 'capsicum', 'soy sauce', 'vinegar', 'garlic', 'onion', 'ginger', 'corn flour', 'oil', 'green onion', 'spices']",0,Thursday,9,11,201,804
7293,Arvind Das,July,Chicken Fried Rice,4,Morning,Cash,7,25,2022-07-25,Chicken Fried Rice,"['rice', 'chicken', 'egg', 'soy sauce', 'garlic', 'onion', 'carrot', 'capsicum', 'oil', 'green onion', 'salt']",0,Monday,30,11,100,400
5168,Meera Iyer,October,Chicken Biryani,3,Afternoon,Card,10,19,2022-10-19,Chicken Biryani,"['rice', 'chicken', 'yogurt', 'biryani masala', 'ghee', 'onion', 'tomato', 'garlic', 'ginger', 'mint', 'coriander', 'spices']",0,Wednesday,42,12,240,720
3392,Soham Bose,April,Veg Meals,2,Evening,UPI,4,22,2022-04-22,Veg Meals,"['rice', 'dal', 'papad', 'cabbage', 'potato', 'curry leaves', 'spices', 'oil', 'tomato', 'onion', 'green chili', 'salt']",0,Friday,16,12,179,358
2294,Priya Sharma,January,Cylon/Kerala Parota,5,Night,UPI,1,2,2022-01-02,Cylon/Kerala Parota,"['maida', 'egg', 'milk', 'ghee', 'salt', 'water', 'oil', 'sugar']",0,Sunday,52,8,210,1050
2173,Soham Bose,August,Paneer Chilly,4,Evening,Cash,8,11,2022-08-11,Paneer Chilly,"['paneer', 'capsicum', 'soy sauce', 'garlic', 'onion', 'oil', 'ginger', 'corn flour', 'green onion', 'spices']",0,Thursday,32,10,137,548
4590,Arvind Das,April,Kabab Full,4,Morning,UPI,4,25,2022-04-25,Kabab Full,"['chicken', 'yogurt', 'spices', 'garlic', 'ginger', 'salt', 'oil', 'lemon juice']",0,Monday,17,8,101,404
2216,Priya Sharma,June,Paneer Manchurian,1,Night,Wallet,6,17,2022-06-17,Paneer Manchurian,"['paneer', 'soy sauce', 'garlic', 'corn flour', 'capsicum', 'onion', 'oil', 'ginger', 'green onion', 'spices']",0,Friday,24,10,167,167
4356,Rajesh Gupta,August,Chicken Pepper Masala,5,Night,Wallet,8,13,2022-08-13,Chicken Pepper Masala,"['chicken', 'black pepper', 'garlic', 'onion', 'spices', 'oil', 'salt', 'green chili']",0,Saturday,32,8,209,1045
1072,Soham Bose,January,Egg Biryani,4,Morning,Wallet,1,27,2022-01-27,Egg Biryani,"['rice', 'eggs', 'biryani masala', 'onion', 'ghee', 'tomato', 'garlic', 'ginger', 'mint', 'coriander', 'spices', 'yogurt']",0,Thursday,4,12,168,672
5494,Arvind Das,April,Chicken Masala,2,Morning,Card,4,8,2022-04-08,Chicken Masala,"['chicken', 'onion', 'tomato', 'garlic', 'spices', 'oil', 'ginger', 'salt', 'coriander']",0,Friday,14,9,128,256
7555,Priya Sharma,January,Plain Rice,1,Evening,Card,1,15,2022-01-15,Plain Rice,"['rice', 'water', 'salt']",0,Saturday,2,3,138,138
7876,Arvind Das,January,Masala Rice,3,Night,Cash,1,1,2022-01-01,Masala Rice,"['rice', 'spices', 'onion', 'tomato', 'oil', 'green chili', 'salt', 'water']",0,Saturday,52,8,182,546
3444,Sunita Sen,April,Egg Noodles,5,Night,Wallet,4,16,2022-04-16,Egg Noodles,"['noodles', 'egg', 'soy sauce', 'garlic', 'onion', 'capsicum', 'oil', 'green onion', 'salt', 'ginger']",0,Saturday,15,10,237,1185
4011,Priya Sharma,November,Chicken Biryani,3,Evening,Wallet,11,12,2022-11-12,Chicken Biryani,"['rice', 'chicken', 'yogurt', 'biryani masala', 'ghee', 'onion', 'tomato', 'garlic', 'ginger', 'mint', 'coriander', 'spices']",0,Saturday,45,12,240,720
1879,Arvind Das,October,Math Curry,3,Afternoon,UPI,10,24,2022-10-24,Math Curry,"['fish', 'spices', 'garlic', 'onion', 'tomato', 'oil', 'ginger', 'salt', 'green chili']",1,Monday,43,9,249,747
4746,Priya Sharma,April,Ghee Rice,3,Morning,UPI,4,14,2022-04-14,Ghee Rice,"['rice', 'ghee', 'cashew', 'bay leaf', 'salt', 'cloves', 'cardamom', 'cinnamon', 'water']",1,Thursday,15,9,94,282
8008,Anirban Roy,May,Kashmiri Aloo Dum,3,Evening,UPI,5,21,2022-05-21,Kashmiri Aloo Dum,"['potato', 'yogurt', 'spices', 'dry fruits', 'oil', 'tomato', 'ginger', 'salt']",0,Saturday,20,8,186,558
1631,Meera Iyer,November,Chicken Fry,2,Evening,Cash,11,6,2022-11-06,Chicken Fry,"['chicken', 'flour', 'egg', 'spices', 'oil', 'salt', 'garlic', 'ginger', 'lemon juice']",0,Sunday,44,9,100,200
8855,Rajesh Gupta,July,Chicken Biryani,4,Afternoon,Card,7,7,2022-07-07,Chicken Biryani,"['rice', 'chicken', 'yogurt', 'biryani masala', 'ghee', 'onion', 'tomato', 'garlic', 'ginger', 'mint', 'coriander', 'spices']",0,Thursday,27,12,240,960
4588,Rajesh Gupta,November,Kabab Half,4,Afternoon,Card,11,28,2022-11-28,Kabab Half,"['chicken', 'yogurt', 'spices', 'garlic', 'ginger', 'salt', 'oil', 'lemon juice']",0,Monday,48,8,130,520
3757,Anirban Roy,December,Paneer Manchurian,1,Afternoon,Card,12,6,2022-12-06,Paneer Manchurian,"['paneer', 'soy sauce', 'garlic', 'corn flour', 'capsicum', 'onion', 'oil', 'ginger', 'green onion', 'spices']",0,Tuesday,49,10,167,167
8521,Arvind Das,May,Idly,5,Night,Wallet,5,16,2022-05-16,Idly,"['rice', 'urad dal', 'salt', 'fenugreek seeds', 'water', 'oil']",1,Monday,20,6,187,935
4040,Rajesh Gupta,December,Paneer Chilly,4,Evening,Cash,12,28,2022-12-28,Paneer Chilly,"['paneer', 'capsicum', 'soy sauce', 'garlic', 'onion', 'oil', 'ginger', 'corn flour', 'green onion', 'spices']",0,Wednesday,52,10,137,548
9876,Priya Sharma,January,Jeera Rice,3,Afternoon,UPI,1,3,2022-01-03,Jeera Rice,"['rice', 'cumin seeds', 'ghee', 'salt', 'water', 'bay leaf', 'cloves']",0,Monday,1,7,134,402
9821,Arvind Das,August,Egg Fried Rice,5,Afternoon,Wallet,8,18,2022-08-18,Egg Fried Rice,"['rice', 'egg', 'soy sauce', 'garlic', 'onion', 'carrot', 'capsicum', 'oil', 'green onion', 'salt']",0,Thursday,33,10,143,715
4508,Anirban Roy,September,Palak Paneer,3,Afternoon,Cash,9,15,2022-09-15,Palak Paneer,"['paneer', 'spinach', 'garlic', 'cream', 'spices', 'onion', 'oil', 'ginger', 'salt', 'green chili']",0,Thursday,37,10,229,687
4671,Arvind Das,February,Omlet,1,Morning,Card,2,25,2022-02-25,Omlet,"['egg', 'salt', 'pepper', 'oil', 'onion', 'green chili', 'coriander']",0,Friday,8,7,196,196
4671,Arvind Das,February,Omlet,1,Morning,Card,2,25,2022-02-25,Omlet,"['egg', 'salt', 'pepper', 'oil', 'onion', 'green chili', 'coriander']",0,Friday,8,7,196,196
8583,Priya Sharma,August,Butter Chicken,5,Night,Wallet,8,18,2022-08-18,Butter Chicken,"['chicken', 'butter', 'tomato', 'cream', 'spices', 'garlic', 'ginger', 'salt', 'sugar']",0,Thursday,33,9,210,1050
1824,Priya Sharma,October,Paneer Butter Masala,4,Evening,Cash,10,20,2022-10-20,Paneer Butter Masala,"['paneer', 'butter', 'tomato', 'cream', 'spices', 'garlic', 'ginger', 'salt', 'sugar']",0,Thursday,42,9,130,520
2835,Anirban Roy,June,Jeera Rice,4,Afternoon,Card,6,8,2022-06-08,Jeera Rice,"['rice', 'cumin seeds', 'ghee', 'salt', 'water', 'bay leaf', 'cloves']",0,Wednesday,23,7,134,536
5631,Meera Iyer,October,Chicken Fry,5,Night,Wallet,10,10,2022-10-10,Chicken Fry,"['chicken', 'flour', 'egg', 'spices', 'oil', 'salt', 'garlic', 'ginger', 'lemon juice']",0,Monday,41,9,100,500
6123,Priya Sharma,July,Roti,2,Evening,UPI,7,20,2022-07-20,Roti,"['wheat flour', 'water', 'salt', 'oil', 'ghee', 'sugar']",0,Wednesday,29,6,214,428
4037,Anirban Roy,January,Dhal Fry,2,Night,Card,1,22,2022-01-22,Dhal Fry,"['dal', 'garlic', 'curry leaves', 'oil', 'cumin seeds', 'tomato', 'onion', 'turmeric', 'salt', 'green chili']",0,Saturday,3,10,94,188
1107,Meera Iyer,November,Math Curry,4,Night,Cash,11,9,2022-11-09,Math Curry,"['fish', 'spices', 'garlic', 'onion', 'tomato', 'oil', 'ginger', 'salt', 'green chili']",0,Wednesday,45,9,249,996
8572,Rajesh Gupta,January,Set Dosa,3,Morning,UPI,1,20,2022-01-20,Set Dosa,"['rice', 'urad dal', 'fenugreek seeds', 'salt', 'water', 'oil']",0,Thursday,3,6,117,351
2267,Anirban Roy,November,Rohu,4,Evening,Card,11,20,2022-11-20,Rohu,"['fish', 'mustard oil', 'spices', 'tomato', 'onion', 'garlic', 'ginger', 'salt']",0,Sunday,46,8,100,400
4905,Priya Sharma,August,Parota,5,Evening,Wallet,8,4,2022-08-04,Parota,"['maida', 'ghee', 'salt', 'water', 'oil', 'sugar']",0,Thursday,31,6,167,835
7339,Rajesh Gupta,July,Rohu,1,Morning,Cash,7,26,2022-07-26,Rohu,"['fish', 'mustard oil', 'spices', 'tomato', 'onion', 'garlic', 'ginger', 'salt']",0,Tuesday,30,8,100,100
3959,Sunita Sen,June,Veg Fried Rice,3,Morning,UPI,6,1,2022-06-01,Veg Fried Rice,"['rice', 'carrot', 'capsicum', 'soy sauce', 'onion', 'garlic', 'oil', 'green onion', 'salt', 'beans']",0,Wednesday,22,10,152,456
2114,Priya Sharma,March,Egg Fried Rice,5,Night,Card,3,26,2022-03-26,Egg Fried Rice,"['rice', 'egg', 'soy sauce', 'garlic', 'onion', 'carrot', 'capsicum', 'oil', 'green onion', 'salt']",0,Saturday,12,10,143,715
6058,Meera Iyer,May,Jeera Rice,1,Morning,Wallet,5,1,2022-05-01,Jeera Rice,"['rice', 'cumin seeds', 'ghee', 'salt', 'water', 'bay leaf', 'cloves']",0,Sunday,17,7,134,134
9797,Arvind Das,September,Math Curry,3,Evening,Cash,9,9,2022-09-09,Math Curry,"['fish', 'spices', 'garlic', 'onion', 'tomato', 'oil', 'ginger', 'salt', 'green chili']",0,Friday,36,9,249,747
2335,Soham Bose,November,Kabab Full,3,Morning,Wallet,11,8,2022-11-08,Kabab Full,"['chicken', 'yogurt', 'spices', 'garlic', 'ginger', 'salt', 'oil', 'lemon juice']",1,Tuesday,45,8,101,303
4087,Arvind Das,July,Rohu,4,Morning,Cash,7,1,2022-07-01,Rohu,"['fish', 'mustard oil', 'spices', 'tomato', 'onion', 'garlic', 'ginger', 'salt']",0,Friday,26,8,100,400
5401,Sunita Sen,July,Kabab Full,4,Night,Card,7,7,2022-07-07,Kabab Full,"['chicken', 'yogurt', 'spices', 'garlic', 'ginger', 'salt', 'oil', 'lemon juice']",0,Thursday,27,8,101,404
7930,Sunita Sen,November,Dhal Fry,5,Morning,Card,11,14,2022-11-14,Dhal Fry,"['dal', 'garlic', 'curry leaves', 'oil', 'cumin seeds', 'tomato', 'onion', 'turmeric', 'salt', 'green chili']",0,Monday,46,10,94,470
9430,Rajesh Gupta,February,Tomato Fry,4,Morning,Wallet,2,8,2022-02-08,Tomato Fry,"['tomato', 'onion', 'garlic', 'spices', 'oil', 'salt', 'green chili', 'coriander']",0,Tuesday,6,8,246,984
3207,Anirban Roy,July,Butter Chicken,3,Evening,UPI,7,15,2022-07-15,Butter Chicken,"['chicken', 'butter', 'tomato', 'cream', 'spices', 'garlic', 'ginger', 'salt', 'sugar']",0,Friday,28,9,210,630
9528,Soham Bose,July,Jeera Rice,4,Afternoon,Cash,7,26,2022-07-26,Jeera Rice,"['rice', 'cumin seeds', 'ghee', 'salt', 'water', 'bay leaf', 'cloves']",0,Tuesday,30,7,134,536
4922,Arvind Das,February,Dhal Fry,3,Night,Card,2,11,2022-02-11,Dhal Fry,"['dal', 'garlic', 'curry leaves', 'oil', 'cumin seeds', 'tomato', 'onion', 'turmeric', 'salt', 'green chili']",0,Friday,6,10,94,282
4658,Arvind Das,July,Poori Bajji,1,Afternoon,Card,7,12,2022-07-12,Poori Bajji,"['wheat flour', 'water', 'salt', 'potato', 'turmeric', 'curry leaves', 'oil', 'green chili', 'mustard seeds', 'spices']",0,Tuesday,28,10,97,97
7711,Arvind Das,February,Chicken Pepper Masala,2,Evening,UPI,2,20,2022-02-20,Chicken Pepper Masala,"['chicken', 'black pepper', 'garlic', 'onion', 'spices', 'oil', 'salt', 'green chili']",0,Sunday,7,8,209,418
7656,Rajesh Gupta,August,Egg Burji,3,Night,Cash,8,14,2022-08-14,Egg Burji,"['egg', 'onion', 'tomato', 'green chili', 'oil', 'salt', 'spices', 'coriander']",0,Sunday,32,8,81,243
8061,Priya Sharma,June,Cylon/Kerala Parota,1,Morning,Cash,6,24,2022-06-24,Cylon/Kerala Parota,"['maida', 'egg', 'milk', 'ghee', 'salt', 'water', 'oil', 'sugar']",0,Friday,25,8,210,210
3573,Rajesh Gupta,March,Paneer Butter Masala,1,Night,UPI,3,2,2022-03-02,Paneer Butter Masala,"['paneer', 'butter', 'tomato', 'cream', 'spices', 'garlic', 'ginger', 'salt', 'sugar']",0,Wednesday,9,9,130,130
4486,Anirban Roy,February,Kashmiri Aloo Dum,3,Night,Card,2,9,2022-02-09,Kashmiri Aloo Dum,"['potato', 'yogurt', 'spices', 'dry fruits', 'oil', 'tomato', 'ginger', 'salt']",0,Wednesday,6,8,186,558
8605,Priya Sharma,September,Egg Biryani,3,Morning,Cash,9,11,2022-09-11,Egg Biryani,"['rice', 'eggs', 'biryani masala', 'onion', 'ghee', 'tomato', 'garlic', 'ginger', 'mint', 'coriander', 'spices', 'yogurt']",0,Sunday,36,12,168,504
8335,Soham Bose,August,Cylon/Kerala Parota,5,Morning,Card,8,27,2022-08-27,Cylon/Kerala Parota,"['maida', 'egg', 'milk', 'ghee', 'salt', 'water', 'oil', 'sugar']",0,Saturday,34,8,210,1050
4408,Sunita Sen,October,Channa Masala,1,Night,Cash,10,9,2022-10-09,Channa Masala,"['chickpeas', 'onion', 'tomato', 'spices', 'oil', 'garlic', 'ginger', 'salt', 'green chili']",1,Sunday,40,9,211,211
3732,Sunita Sen,March,Kashmiri Aloo Dum,4,Afternoon,Card,3,15,2022-03-15,Kashmiri Aloo Dum,"['potato', 'yogurt', 'spices', 'dry fruits', 'oil', 'tomato', 'ginger', 'salt']",0,Tuesday,11,8,186,744
6249,Priya Sharma,March,Onion Dosa,1,Afternoon,Wallet,3,24,2022-03-24,Onion Dosa,"['rice', 'urad dal', 'salt', 'onion', 'coriander', 'oil', 'green chili', 'water']",0,Thursday,12,8,151,151
1193,Arvind Das,September,Chicken Masala,5,Morning,Card,9,4,2022-09-04,Chicken Masala,"['chicken', 'onion', 'tomato', 'garlic', 'spices', 'oil', 'ginger', 'salt', 'coriander']",0,Sunday,35,9,128,640
4900,Priya Sharma,November,Channa Masala,1,Evening,UPI,11,8,2022-11-08,Channa Masala,"['chickpeas', 'onion', 'tomato', 'spices', 'oil', 'garlic', 'ginger', 'salt', 'green chili']",1,Tuesday,45,9,211,211
9433,Anirban Roy,December,Jeera Rice,2,Morning,Wallet,12,26,2022-12-26,Jeera Rice,"['rice', 'cumin seeds', 'ghee', 'salt', 'water', 'bay leaf', 'cloves']",0,Monday,52,7,134,268
5910,Sunita Sen,February,Rohu,2,Morning,Card,2,23,2022-02-23,Rohu,"['fish', 'mustard oil', 'spices', 'tomato', 'onion', 'garlic', 'ginger', 'salt']",0,Wednesday,8,8,100,200
4400,Meera Iyer,April,Jeera Rice,1,Morning,UPI,4,10,2022-04-10,Jeera Rice,"['rice', 'cumin seeds', 'ghee', 'salt', 'water', 'bay leaf', 'cloves']",0,Sunday,14,7,134,134
4772,Priya Sharma,September,Chicken Noodles,4,Night,Cash,9,14,2022-09-14,Chicken Noodles,"['noodles', 'chicken', 'soy sauce', 'garlic', 'onion', 'capsicum', 'oil', 'green onion', 'salt', 'ginger']",0,Wednesday,37,10,231,924
2203,Sunita Sen,May,Chicken Do Pyaza,1,Afternoon,UPI,5,21,2022-05-21,Chicken Do Pyaza,"['chicken', 'onion', 'garlic', 'ginger', 'spices', 'tomato', 'oil', 'salt', 'green chili']",0,Saturday,20,9,168,168
6081,Sunita Sen,February,Ghee Rice,5,Night,UPI,2,19,2022-02-19,Ghee Rice,"['rice', 'ghee', 'cashew', 'bay leaf', 'salt', 'cloves', 'cardamom', 'cinnamon', 'water']",1,Saturday,7,9,94,470
2272,Priya Sharma,February,Butter Chicken,5,Afternoon,Card,2,7,2022-02-07,Butter Chicken,"['chicken', 'butter', 'tomato', 'cream', 'spices', 'garlic', 'ginger', 'salt', 'sugar']",0,Monday,6,9,210,1050
3833,Anirban Roy,April,Butter Dhal Fry,5,Night,UPI,4,20,2022-04-20,Butter Dhal Fry,"['dal', 'butter', 'garlic', 'curry leaves', 'oil', 'cumin seeds', 'tomato', 'onion', 'turmeric', 'salt', 'green chili']",0,Wednesday,16,11,139,695
8300,Sunita Sen,September,Egg Fried Rice,5,Night,Card,9,21,2022-09-21,Egg Fried Rice,"['rice', 'egg', 'soy sauce', 'garlic', 'onion', 'carrot', 'capsicum', 'oil', 'green onion', 'salt']",0,Wednesday,38,10,143,715
4941,Meera Iyer,September,Kabab Half,3,Evening,Card,9,15,2022-09-15,Kabab Half,"['chicken', 'yogurt', 'spices', 'garlic', 'ginger', 'salt', 'oil', 'lemon juice']",0,Thursday,37,8,130,390
2570,Sunita Sen,June,Chicken Fried Rice,2,Afternoon,Card,6,12,2022-06-12,Chicken Fried Rice,"['rice', 'chicken', 'egg', 'soy sauce', 'garlic', 'onion', 'carrot', 'capsicum', 'oil', 'green onion', 'salt']",0,Sunday,23,11,100,200
9523,Priya Sharma,September,Butter Chicken,1,Night,Card,9,18,2022-09-18,Butter Chicken,"['chicken', 'butter', 'tomato', 'cream', 'spices', 'garlic', 'ginger', 'salt', 'sugar']",0,Sunday,37,9,210,210
9428,Priya Sharma,August,Omlet,1,Afternoon,Card,8,1,2022-08-01,Omlet,"['egg', 'salt', 'pepper', 'oil', 'onion', 'green chili', 'coriander']",0,Monday,31,7,196,196
9428,Priya Sharma,August,Omlet,1,Afternoon,Card,8,1,2022-08-01,Omlet,"['egg', 'salt', 'pepper', 'oil', 'onion', 'green chili', 'coriander']",0,Monday,31,7,196,196
9004,Arvind Das,February,Chilly Chicken,5,Morning,Wallet,2,19,2022-02-19,Chilly Chicken,"['chicken', 'capsicum', 'soy sauce', 'vinegar', 'garlic', 'onion', 'ginger', 'corn flour', 'oil', 'green onion', 'spices']",1,Saturday,7,11,201,1005
9004,Arvind Das,February,Chilly Chicken,5,Morning,Wallet,2,19,2022-02-19,Chilly Chicken,"['chicken', 'capsicum', 'soy sauce', 'vinegar', 'garlic', 'onion', 'ginger', 'corn flour', 'oil', 'green onion', 'spices']",1,Saturday,7,11,201,1005
5224,Meera Iyer,August,Bangda Fry,1,Morning,Cash,8,19,2022-08-19,Bangda Fry,"['fish', 'turmeric', 'salt', 'mustard oil', 'red chili powder', 'lemon juice', 'ginger', 'garlic']",1,Friday,33,8,132,132
1926,Sunita Sen,September,Masala Dosa,2,Evening,UPI,9,27,2022-09-27,Masala Dosa,"['rice', 'urad dal', 'salt', 'potato', 'onion', 'green chili', 'turmeric', 'oil', 'mustard seeds', 'curry leaves', 'water']",0,Tuesday,39,11,93,186
8436,Rajesh Gupta,October,Katla,1,Night,Card,10,15,2022-10-15,Katla,"['fish', 'mustard oil', 'spices', 'onion', 'tomato', 'garlic', 'ginger', 'salt']",0,Saturday,41,8,88,88
1597,Arvind Das,July,Mutton Masala,3,Afternoon,Wallet,7,22,2022-07-22,Mutton Masala,"['mutton', 'onion', 'garlic', 'ginger', 'spices', 'oil', 'tomato', 'salt', 'yogurt']",0,Friday,29,9,169,507
8328,Arvind Das,December,Kashmiri Aloo Dum,3,Morning,Cash,12,8,2022-12-08,Kashmiri Aloo Dum,"['potato', 'yogurt', 'spices', 'dry fruits', 'oil', 'tomato', 'ginger', 'salt']",0,Thursday,49,8,186,558
